Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"IntroductionSCALING PLAYFUL LEARNING4
The paper then summarizes key takeaways 
from 14 interviews with national nonprofit 
organizations and city and community 
leaders who champion playful approaches to 
building more child-friendly cities; it outlines 
five steps cities can take to adopt and scale 
playful learning in their communities.",9.659553,6.1268,0.96367,2.873808,1.324559,2.47136,0.4126,1.933557,4.718799,3.259331,4.423647,1.604902,1.116734,5.959922,0.562486,19.953043,6.577017,11.467464,2.017358,1.301558,1.599985,2.714576,3.56063,1.753129,0.77705,0.866466,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"These 
include:
• Coordinating within and across city 
agencies  to support the design and 
integration of playful learning efforts into 
new and existing programs and projects;
• Collaborating with national 
organizations , many of which are already 
deeply engaged with local philanthropic, 
civic, and neighborhood groups to 
support playful learning;
• Meaningfully engaging  with the 
community  to understand their needs and 
preferences, foster neighborhood trust 
and cohesion, and ensure local buy-in; 
• Sharing information in a clear and 
concise way  using a variety of venues and 
formats; and
• Streamlining and simplifying processes  
to more seamlessly embed playful learning 
in urban planning and design decisions.",6.134656,3.644137,0.914608,2.461142,2.697643,2.285657,0.783009,1.353004,1.396483,2.331786,4.287606,1.656602,2.604984,9.550479,1.492866,12.552868,14.970087,13.41272,2.500823,2.54719,1.869654,1.507147,3.706221,1.76004,0.546953,1.031635,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"As cities plan for what will be a drawn out 
and uncertain recovery process, we hope 
they can use this guidance to engage 
communities around a more expansive vision 
for how and where learning takes place—and 
to build stronger, more resilient communities 
in the decades to come.",3.201914,2.16827,0.778922,2.494115,1.272172,1.908928,0.660267,1.269555,0.905205,3.45537,2.531701,1.135064,0.509084,9.429267,0.725154,26.053478,8.426994,12.063871,1.874836,2.314354,0.979096,2.119057,11.310939,0.785604,0.340701,1.28608,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Through fun, 
interactive installations 
co-created in spaces 
that families frequent, 
Playful Learning 
Landscapes encourages 
the development 
of critical skills and 
connections.",8.416252,2.094459,0.934334,3.011354,0.743349,2.714898,0.225585,0.858569,3.634585,1.691414,7.966419,2.420422,2.350709,4.043516,0.337979,3.299845,40.093287,3.757353,0.876264,1.297814,0.618,1.7468,2.951395,1.541408,0.584717,1.789274,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"“SCALING PLAYFUL LEARNING5
PLL offers a scalable, sustainable 
approach for embedding playful 
learning into the public realm.",8.694323,5.644198,1.206832,4.830265,2.457677,5.972141,0.736098,2.137575,13.616588,4.995229,4.058691,1.661561,2.134009,5.485093,1.005318,8.237385,8.809246,4.969217,1.546948,0.926405,1.377843,2.591319,3.095764,2.021664,0.914121,0.874491,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Through 
fun, interactive installations co-created 
in spaces that families frequent, PLL 
encourages the development of critical skills 
and connections.",12.027927,1.857767,0.986169,2.926736,1.807969,3.012931,0.42301,1.018926,2.764629,2.651629,5.421994,1.782036,3.745999,7.284551,0.543099,3.48041,32.383943,4.345649,0.671387,1.040451,0.967689,1.904253,3.854941,1.521434,0.458429,1.11604,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"While PLL can benefit all 
children, evidence indicates that targeting 
activities in communities where families 
have less access to extracurricular learning 
spaces and enrichment activities could help 
children from these areas enter and engage 
in formal schooling on a more level playing 
field, setting a positive trajectory for later life 
outcomes.",14.202217,3.29919,0.94543,3.616465,2.420907,2.345503,1.792487,1.899978,3.97087,7.572707,2.612187,1.288255,1.981426,4.873966,1.185091,14.62142,4.551882,5.289748,1.359569,1.652019,1.492078,3.478581,7.885804,3.275599,0.747797,1.638824,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"PLL uniquely blends the science of learning 
with placemaking, which Project for Public 
Spaces defines as “a collaborative process by which we can shape our public realm 
in order to maximize shared value.”",3.7044,3.717715,0.924018,2.762687,5.462512,3.388876,2.271829,1.812236,2.415723,3.522463,2.660195,1.94078,3.324387,11.643366,2.528161,12.006558,9.905773,6.346244,0.816916,2.580871,3.268713,6.550343,3.132808,1.244738,0.577014,1.490671,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"PLL 
expands upon multiple other efforts and 
initiatives aimed at creating more child 
friendly cities.",11.88472,2.841554,0.788432,2.568158,3.215905,1.76974,1.113699,2.002535,1.23251,4.436998,3.019272,1.239915,2.836554,6.644283,0.929974,23.546857,4.904307,9.362678,1.228985,3.178199,1.706556,1.954122,3.741837,2.22208,0.419053,1.211075,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, on a global level, 
the Bernard van Leer Foundation launched 
Urban95—now in Tel Aviv, Bogota, Lima, and 
Istanbul—which explores how to make cities 
safer and more stimulating for the youngest 
residents and their families.",3.95806,3.223426,1.279731,2.014232,2.823806,2.491022,1.738123,1.071369,0.955946,3.843682,1.995781,1.575522,1.506352,7.927753,1.032359,14.518896,3.032833,21.915683,3.289365,5.822717,1.858187,2.549581,3.49692,2.582322,0.681489,2.814844,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"UNICEF, too, 
is devoted to changing cities with its Child 
Friendly Cities Initiative.",4.264236,6.023302,0.872137,1.619649,1.552077,1.283356,1.755375,1.069049,0.749714,5.849983,1.384306,1.340899,1.234325,2.320475,0.829414,18.115954,2.84319,18.415261,0.888284,4.841204,3.676138,1.519516,6.721481,2.992799,0.366307,7.471568,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In the United States, 
the nonprofit KaBOOM!",4.150305,6.330977,2.729272,8.538204,7.073489,4.595634,1.1145,7.790247,2.402578,7.561378,2.158023,3.639715,0.499592,2.234586,1.152101,8.07769,3.519164,15.145666,1.672485,0.997203,1.264253,0.955817,2.220433,2.476422,1.169058,0.531207,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"has decades of 
experience building safe, community-focused 
play spaces.",6.916997,5.757363,1.015575,1.922726,1.892156,2.36083,0.93433,1.872055,10.262733,3.398445,5.545197,3.566529,2.009237,4.456121,0.925377,3.837006,12.684848,7.22372,1.475186,6.460484,0.915308,1.237188,4.222732,2.983771,3.166386,2.957701,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"And Too Small to Fail, an 
initiative of the Clinton Foundation, partners 
with community-based organizations and 
businesses to promote the importance of 
early brain and childhood development.",9.616897,2.93263,0.959031,2.558561,4.301295,3.928229,1.331544,1.39458,1.053125,4.851437,1.600582,1.746669,0.928928,5.303386,1.447187,23.519121,2.758143,13.075012,1.835053,1.027209,1.524724,5.073107,5.53875,0.969471,0.341205,0.384126,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Addressing educational equity through play and 
placemaking
Family Read, Play, & Learn spaces in laundromats.",14.594077,6.666098,1.955679,5.120133,2.599191,3.163712,0.911171,2.252306,5.934594,4.704137,5.687076,7.508798,1.256803,4.729454,1.057435,6.550103,4.316451,3.583412,1.727647,2.109805,0.947071,1.788471,5.563714,2.873298,0.863258,1.536108,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Photo credit: Clinton Foundation.,1.895667,8.053442,2.246438,6.377952,6.660668,8.429094,2.360023,2.449351,0.265032,1.743641,2.253333,3.373897,1.797759,10.945794,2.02457,7.81413,1.521349,14.026175,0.493099,2.57923,4.504359,2.47802,1.158608,2.207953,0.524299,1.816115,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"SCALING PLAYFUL LEARNING6
What makes PLL unique is a critical layer 
of playful learning —a spectrum of child-
directed play methods that include free 
play (no direct adult involvement), guided 
play (supported by adults toward a learning 
goal), and games (rule-based activities 
with learning goals) informed by the latest 
findings in developmental science.",10.248866,7.315822,1.319467,5.202129,3.246522,5.464698,0.559252,3.138095,17.772079,7.288818,4.384261,1.573811,1.969137,3.548947,0.747042,5.749457,2.946195,2.854466,1.842269,0.66196,1.012075,4.587429,3.270978,1.612675,0.926527,0.757022,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In guided 
play—the focus of interactions in PLL—an 
adult helps structure the activity, which is 
centered around a learning goal (e.g., an art 
project to learn about shapes).",19.07935,4.69597,0.932687,6.217922,2.029306,3.093203,0.415994,1.418069,9.393657,4.164772,5.617501,1.206952,1.740095,6.309677,0.585014,3.416904,11.823182,3.756271,1.169528,0.642867,2.829574,3.77273,2.81952,1.33316,0.409036,1.127061,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"But children 
maintain control over their learning.",26.39424,3.260147,1.652446,2.46482,1.746037,4.925146,0.823793,1.242535,3.231886,6.173231,3.431124,2.445326,0.514344,7.847017,3.558167,3.830187,1.026501,3.202861,4.331223,0.570889,0.860984,6.471981,8.318277,0.766974,0.449941,0.459922,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Guided 
play affords children the opportunity to learn 
traditional skills like math, literacy, and spatial 
skills, but also promotes creativity, problem-
solving, collaboration, and exploration.",9.219377,5.287162,1.13499,3.381212,1.031554,2.560698,0.447681,1.372612,7.820611,5.121018,7.086391,1.670929,1.272551,14.0761,0.672353,4.739017,4.486873,6.79556,2.458285,1.506276,1.6556,4.270396,6.067217,2.882999,0.770118,2.212421,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, PLL’s Urban Thinkscape 
installation—which transformed an 
abandoned lot next to a bus stop in West 
Philadelphia into an interactive play space—
includes four activities and structures that 
target specific areas of learning such as 
spatial skills, language development, and 
executive function.",4.802077,6.536509,1.150107,3.881562,2.905869,5.002879,0.670089,2.164186,3.231684,3.245469,3.786289,3.145097,3.241792,12.806026,0.630199,6.205037,10.219764,7.635068,1.244369,2.941035,2.633194,2.991733,1.967493,2.933004,0.415814,3.613653,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In one of those activities, 
Jumping Feet, a series of stones with either 
one shoe print or two encourages children to 
jump following a pattern.",5.929746,6.156848,2.563834,12.43943,1.576364,4.620397,0.352157,2.021938,4.934669,4.748191,9.472766,4.107659,1.163417,4.423402,0.885841,11.106725,0.966291,6.280877,3.352881,0.529137,0.548211,5.338015,1.303571,2.941708,1.5671,0.668825,Beauty and Fitness,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Signage prompts 
children to put one foot where they see two 
and vice versa.",6.996561,6.497204,4.241899,10.920131,3.744085,6.236537,0.767745,2.8982,3.091729,5.152314,3.883519,3.868974,1.525911,2.789149,0.94898,15.434081,2.366614,3.715019,2.506191,0.893361,1.335076,3.048277,3.533016,1.901922,0.461577,1.241931,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This twist on hopscotch is an 
example of playful learning because it helps 
children develop their ability to vary their 
jumping each time they play the game.",4.868455,4.888272,2.124488,6.713738,1.34005,3.815664,0.607667,3.608797,25.970352,4.546708,4.290228,1.718388,1.795833,1.847406,0.576802,5.931892,2.509908,2.265091,5.722951,0.435432,0.309808,8.55117,1.48426,2.129276,1.60658,0.340781,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"While 
children see the activity as fun and engaging, 
the intentionality behind the design is the key 
component for promoting learning through 
play.",10.818597,8.517771,1.347785,7.947968,1.02852,3.546239,0.361417,1.798761,11.239057,4.304891,7.870414,1.723556,1.176301,7.157512,0.634052,5.990157,4.704518,4.084472,2.072255,1.135615,0.766643,4.279347,3.409764,2.473029,0.768924,0.842436,Games,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"A core element of PLL involves co-creation 
with a range of stakeholders including 
parents and caregivers in the community, 
along with community leaders and neighborhood businesses co-designing, 
developing, maintaining, and in some 
cases even evaluating PLL installations.",9.846936,1.78987,0.682253,1.906353,8.390737,1.571043,2.522572,1.723296,1.253996,5.310225,1.886137,1.219255,2.722635,12.439036,2.608392,9.328668,11.236615,7.68074,0.953557,2.862438,2.436419,2.961316,4.080448,1.239751,0.405729,0.941582,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For 
example, in Urban Thinkscape, researchers 
worked with community members to design 
evaluations of their project based on local 
needs and goals.",2.04588,1.149915,0.240689,0.97394,0.558864,0.933838,0.507555,0.382684,0.544142,0.958724,1.854993,0.348293,1.005561,20.750283,0.488285,6.685066,32.415078,12.633216,1.500042,2.099679,3.382513,3.604268,2.352245,0.71999,0.195638,1.668619,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Community members were 
trained to collect data through observation 
and helped determine the impact of the 
space on family engagement and child-
caregiver discourse.",9.639996,1.141916,0.583051,2.12452,0.645739,1.31794,0.499592,0.48265,0.844309,1.994843,2.301279,1.212218,1.317042,10.790985,1.114638,8.900378,29.314038,6.955448,1.319356,2.544671,3.427665,3.021735,6.273538,0.751334,0.304661,1.176457,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Community involvement 
in this project has been sustained for over 2.5 
years.",6.617648,1.982702,0.319494,1.188176,1.2774,0.885946,0.99087,0.711759,0.634533,2.010266,1.77441,0.645711,0.841751,5.78946,0.91405,20.015033,16.016199,19.771396,0.943225,2.995116,1.81275,2.084144,7.073672,0.45006,0.781213,1.473015,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"While there is no silver bullet for educational 
inequity, PLL offers a powerful solution 
with a wide range of outcomes.",7.502533,3.428586,1.647841,4.247292,7.243524,3.711449,3.380891,3.500237,1.93302,12.416961,2.148697,1.425644,0.913507,9.311482,2.271841,14.442587,1.094503,4.810832,1.690915,0.834698,1.667708,3.293654,4.083243,0.814341,1.21639,0.967624,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Data from 
pilot PLL installations in cities including 
Philadelphia and Chicago, among others, 
show that PLL promotes the kinds of 
caregiver-child communication that 
supports language learning and relationship 
building, encourages children’s talk about 
numbers, letters, and spatial relations, and 
increases caregivers’ understanding about 
the connection between play and learning.,,,",11.473211,3.058504,1.429686,3.938947,4.323966,3.767188,1.240643,2.203639,2.374477,6.853678,3.860662,2.365286,3.609784,10.018958,1.181908,7.44778,8.996246,4.210438,1.223273,2.103178,4.307588,2.180171,3.733356,1.981842,0.409094,1.706497,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Outcomes like these are directly related to 
later progress in literacy and STEM (science, 
technology, engineering, and mathematics) 
and build a trajectory of success that lasts 
a lifetime.",7.444891,4.70485,1.013974,2.017922,1.86094,2.6838,2.22228,1.35373,1.2202,5.094465,2.440374,0.805217,1.150033,9.859214,0.422527,15.093139,1.748023,8.483053,1.491936,0.717705,1.752965,19.914616,3.942428,0.91869,0.878537,0.764492,Science,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"For example, research shows 
that the quantity and quality of language 
interactions between caregivers and children 
predict language growth.,,",15.712222,3.001062,1.359157,2.458702,1.263444,3.435074,0.940809,1.828004,1.115211,7.208847,2.187388,1.549023,2.27953,6.603468,0.833922,8.4854,9.05719,4.962809,4.83943,0.903119,3.879144,4.132809,9.283629,0.958744,0.595761,1.126101,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"In addition, talking 
about math predicts children’s acquisition of 
number words better than socioeconomic 
backgrounds.",11.219764,5.171318,1.649907,2.00279,2.239281,3.822092,3.761429,2.712252,3.139898,6.166348,2.427892,1.552058,0.825022,7.624313,0.666136,17.597795,1.750831,3.104455,2.521585,0.81655,4.667273,7.519254,3.647025,1.970267,1.02088,0.403584,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"At the same time, PLL engages communities 
around revitalization of the public 
realm, creating new opportunities for 
multigenerational social interaction and 
making cities themselves more vibrant and SCALING PLAYFUL LEARNING7
livable.",7.404394,3.937519,0.675615,2.189231,2.899063,1.887348,1.252613,1.849342,2.97785,4.834463,3.27855,1.139557,3.429321,5.428747,1.085592,11.673526,14.603196,13.746646,1.240651,2.914801,1.307755,2.138718,4.155048,1.583963,0.908287,1.458203,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"With more children growing up in 
socially, economically, and racially stratified 
neighborhoods, city and community 
leaders are increasingly looking to PLL as 
a promising way to engage families to help design and implement creative new spaces 
where children, caregivers, and community 
members can interact with one another, 
learn, and have fun.",12.809463,2.903525,0.852845,2.482612,2.958126,1.794954,1.03992,1.757784,1.726333,4.317531,2.719019,2.040912,1.911888,9.899381,0.881276,12.958681,9.561475,9.760518,1.218863,3.555136,1.181406,2.25296,6.095604,1.968317,0.378516,0.972955,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Urban Thinkscape.,4.672353,12.080585,3.050174,5.002934,2.540276,3.89546,0.657033,2.439431,1.192845,5.250214,6.937432,3.150885,0.844707,3.956337,0.289541,7.572253,9.720956,8.533082,1.903127,5.613316,1.596871,1.365973,2.452209,1.817398,0.231236,3.233374,Arts and Entertainment,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Photo credit: Sahar Coston-Hardy.,5.867901,12.172709,4.595855,12.001274,3.165375,8.790669,1.029389,4.053744,0.672286,4.06849,3.679262,7.395357,0.62039,5.349474,0.398033,4.892682,0.778011,7.124854,1.363182,1.949998,0.972353,2.209897,1.008122,3.429659,0.691768,1.719267,Arts and Entertainment,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"SCALING PLAYFUL LEARNING8
In a recent Brookings report on scaling 
strategies for PLL in Philadelphia , author 
Jenny Perlman Robinson highlights that 
the aim of scaling playful learning in cities 
is to move beyond replication of a single 
installation to infuse playful learning 
principles and design elements into the 
mainstream practices of government, 
businesses, and other organizations.",9.436064,7.205003,1.260661,4.786582,3.480148,4.026531,0.742532,2.790587,6.749233,4.167068,5.616815,1.753474,1.586122,6.692016,0.600871,10.132426,5.790977,7.190544,2.136694,0.965527,1.401029,4.981654,2.67391,2.45988,0.734843,0.638808,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
Scaling in this context means a few things.,5.697221,3.472905,2.38929,7.77886,6.7299,4.256069,3.674852,3.188903,1.410582,8.062709,1.80797,4.404141,1.033142,3.632472,0.527973,11.203177,2.113094,4.417771,2.098489,1.739251,1.471568,13.949717,2.175317,1.342164,0.626199,0.796264,Science,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"First, children need a large enough “dose” 
of community-based playful learning 
opportunities to have an impact on their 
learning and development.",9.432164,4.60366,1.077842,4.110704,0.941972,2.952859,0.385209,1.678712,3.446135,4.144927,4.485675,1.452529,1.585124,4.818845,0.659855,11.246057,11.075199,8.167493,2.728757,0.83334,0.800434,3.403276,13.255689,1.433803,0.563661,0.716076,Sensitive Subjects,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This means 
creating a learning ecosystem that targets 
where children and their caregivers spend 
time—the learning becomes part of their 
daily routines as they wait for the bus, buy 
food at the supermarket, or visit their local 
library.",9.348193,2.417694,1.195878,4.206939,1.617742,3.120212,0.919847,1.860713,1.755716,7.475854,5.181252,2.880169,2.878855,6.023082,0.876486,4.760966,14.124799,4.824287,2.616623,1.313634,2.224941,7.52152,5.033743,2.814098,0.599639,2.407119,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Importantly, these playful learning 
hubs should be concentrated in communities 
where children already have fewer 
opportunities to engage in healthy caregiver-
child interactions—often due to caregivers 
holding multiple jobs and/or poor access to 
high-quality out-of-home care—and where 
they may have limited access to out-of-
school learning opportunities.",12.272229,2.624688,1.308784,3.616085,1.544395,3.158407,1.074964,1.649521,3.691108,7.329744,2.744884,4.43099,2.262326,4.337438,0.749962,7.719258,10.617348,4.715552,2.437365,2.93316,0.900783,2.160298,10.414267,3.187252,0.730706,1.388487,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Scaling also means thinking about the 
different “shapes and sizes” of playful 
learning.",5.68689,6.04237,1.835469,9.486621,2.179463,4.303172,0.875943,2.41115,5.085996,3.062626,3.913694,1.573988,1.674484,8.835513,0.442956,7.324069,9.537523,6.218522,4.840179,0.815277,1.124389,7.02735,1.820207,2.43562,0.881836,0.564693,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This can include big outdoor 
installations like Urban Thinkscape , signs 
in supermarkets that prompt caregiver-
child communication , and interactive play 
spaces in public libraries , to highlight a few 
examples.",4.1061,5.073774,0.88246,2.577884,1.56268,3.371676,0.702657,1.475641,1.748481,3.082137,2.690646,3.380709,5.712117,4.59726,0.460244,6.308803,22.997838,5.879895,1.067716,3.637585,3.368946,0.96108,2.961218,7.597691,0.321839,3.472922,Online Communities,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"A critical component of playful 
learning approaches is design grounded in the latest evidence from the science of 
learning, which tells us that children learn 
best when the experience is active  (minds-
on versus passive) and engaged  (compels 
children to stay focused), meaningful  (topics 
that children feel connected to), and socially 
interactive  (encourages children to talk and 
share ideas).",8.660533,5.876394,1.640615,7.153946,1.046783,3.843808,0.479542,1.620413,3.155254,4.270312,5.687359,1.623074,1.392557,8.463021,0.649695,12.003503,6.308553,5.590942,3.375043,0.975691,1.222542,7.079703,4.621493,1.855289,0.562998,0.840938,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"This means that developmental 
scientists should be part of the team working 
alongside designers and urban planners to 
craft play experiences that focus on learning 
outcomes.",6.078241,3.664272,0.510062,1.400618,0.857531,1.754611,0.35595,0.493116,1.144346,1.455157,3.36117,0.682688,0.636097,28.946286,0.638361,10.16353,5.711438,9.952557,2.138074,0.751525,1.173166,14.523869,1.976071,0.563734,0.407715,0.659813,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Adhering to these principles, 
rather than specific designs or activities, 
allows flexibility in implementation while 
providing an evidence-based framework to 
guide evaluation for effectiveness.",4.374047,2.674434,1.888556,6.781822,2.471395,5.131957,2.018608,1.64096,2.089475,7.697239,2.127036,1.287384,1.197507,9.742492,2.711957,12.944868,2.635178,4.600353,3.154686,1.733167,5.848626,7.672552,4.308457,1.466301,0.676394,1.124547,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Fortunately, widely infusing playful learning 
in everyday places does not necessarily 
require a significant amount of new 
resources.",11.254581,5.208423,1.785612,5.962753,2.038912,4.128367,0.812718,2.190066,3.675034,5.79757,9.208186,3.634306,1.848287,5.334221,0.507191,5.850003,6.795315,5.410267,3.305158,1.451437,1.095332,1.697567,2.172922,5.169016,1.790032,1.876725,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Rather, cities can scale such 
efforts over time with commitment and 
coordination across public agencies; strong 
partnerships with community, nonprofit, 
philanthropic, and private sector actors; 
and a simple yet expansive communications 
strategy.",3.370531,2.773513,0.515379,1.197203,2.974277,1.522007,1.716711,1.166049,0.882887,2.60401,2.491106,0.896935,2.906494,6.630005,1.532598,18.503689,6.272471,26.135799,2.660651,3.497656,1.076673,2.012256,3.69482,1.051668,0.91912,0.995493,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Most importantly, scaling demands 
that playful learning becomes embedded 
into the design processes of programs and 
improvement projects—from playgrounds to 
bus shelters—as they get implemented over 
time.",8.271166,6.524004,1.238138,3.738824,1.898776,3.715768,0.810793,2.015591,4.289619,3.615947,5.382743,1.870819,2.03326,10.378068,0.477903,9.396693,9.815451,6.745342,1.900778,1.552551,1.11866,4.678081,4.447901,2.245642,0.661317,1.176166,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Pulling from interviews with a range of 
leaders and advocates, below we highlight 
five ways that the public sector can 
start scaling playful learning in their own 
communities.",7.048673,3.103209,0.55508,2.152666,1.324065,1.493503,0.638549,1.071293,1.29909,2.061238,2.082955,1.329856,0.965712,10.94255,1.323579,20.931432,10.97982,18.697159,1.992651,0.858159,1.02891,2.337436,3.764419,0.98849,0.676234,0.35327,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"How cities can scale playful learning SCALING PLAYFUL LEARNING9
FIVE WAYS THE PUBLIC 
SECTOR CAN START 
SCALING PLAYFUL 
LEARNING IN THEIR OWN 
COMMUNITIES:
Commit to and 
coordinate 
efforts11
Leverage and 
learn from 
national groups22
Partner and 
engage for 
impact33
Simplify
(and spread) the 
message44
Clear
the way55SCALING PLAYFUL LEARNING10
1.",9.445224,7.913381,0.852484,3.009596,1.878212,2.727841,0.592351,1.866742,11.783031,3.425623,4.633051,1.985177,1.3152,3.941599,0.917324,14.345092,7.989653,7.12494,2.495405,1.285731,0.942151,2.524479,3.751289,1.647297,1.034586,0.572545,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Commit to and coordinate efforts
Change at the city level is unlikely without 
the commitment of a mayor or someone 
in the mayor’s office, but scaling playful 
learning also requires institutionalization 
and coordination within and across city 
agencies—from public works to the health 
department.",13.754773,3.921677,0.770792,3.014804,2.449066,1.747395,0.756514,1.445658,1.428688,5.159552,2.725146,1.487303,0.81224,10.505417,1.171086,13.647158,3.528397,16.248414,2.489167,1.594355,0.995624,2.834661,5.420262,0.954217,0.521655,0.615978,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Indeed, numerous interviewees 
noted that while elected leaders come and 
go, public sector employees typically stay 
across administrations.",11.474441,2.812477,0.739476,1.357784,4.149642,2.545347,4.33934,1.168379,0.661033,4.304077,1.912097,1.891417,1.844813,10.477392,14.804926,9.627718,1.408158,9.521864,3.240556,1.881541,1.693881,1.524215,3.091675,0.868235,1.661084,0.998434,Law and Government,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"They thus need to 
be engaged in the design and integration of 
playful learning efforts into new and existing 
programs and projects, and be empowered 
to revise, and even expand, them over time 
as needs and circumstances shift.",9.046961,4.103144,1.048302,3.892289,1.532955,3.383797,0.545043,1.443363,3.646893,2.792953,4.502191,1.349147,1.944082,15.246018,0.712236,10.717879,8.123544,8.459945,2.211351,1.120543,1.105035,3.956756,5.627823,2.186614,0.651188,0.649946,Jobs and Education,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Tel Aviv-Yafo provides an example of how 
agencies can effectively infuse play and 
prioritize early childhood development in 
their work.",13.834446,5.15355,1.7432,3.840684,4.314776,6.790828,0.941069,1.697722,3.166168,6.687419,2.078252,2.597175,2.863031,7.178713,1.615942,12.817161,1.986594,5.474748,2.468358,1.316649,2.111395,3.117108,3.087842,1.739117,0.631496,0.746557,Adult,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"City and community leaders 
launched their efforts in 2018 with a city-
wide event that attracted over 8,000 visitors 
in Rabin Square —a central plaza located 
in the heart of Tel Aviv and surrounded by 
some of the city’s busiest streets —focused 
on the importance of early childhood and 
play.",5.979984,7.138773,1.103084,1.888374,1.871771,1.934593,0.447576,1.50238,1.547995,4.683146,1.841556,1.594519,0.680343,4.05637,0.846357,23.555786,1.812386,23.885125,0.984474,2.350042,1.131509,2.25876,2.659981,1.428518,1.202899,1.613697,People and Society,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
"Both the location and theme of the 
event sent messages to the families and 
residents of Tel Aviv that early childhood and 
play are a priority for the municipality.",7.371457,9.540764,2.135026,2.786549,1.688868,2.472474,0.525623,2.073433,2.056139,7.11789,2.984206,1.906806,1.621929,2.200239,0.702737,26.071064,3.294177,6.145817,1.721896,2.375494,1.641015,2.190296,4.85943,1.555791,0.794408,2.166472,News,Scaling-Playful-Learning_Hadani-Vey_Final.pdf
